player,salary,adj_salary,year_start,year_end
James Posey,7148800.0,8455206.0,2010,2011
Leandro Barbosa,7100000.0,8397489.0,2010,2011
Charlie Villanueva,7020000.0,8302869.0,2010,2011
Travis Outlaw,7000000.0,8279214.0,2010,2011
Brendan Haywood,6900000.0,8160940.0,2010,2011
Vladimir Radmanovic,6883800.0,8141779.0,2010,2011
Jared Jeffries,6883800.0,8141779.0,2010,2011
Nazr Mohammed,6883800.0,8141779.0,2010,2011
Andres Nocioni,6850000.0,8101802.0,2010,2011
Greg Oden,6760524.0,7995975.0,2010,2011
JR Smith,6757851.0,7992814.0,2010,2011
Marvin Williams,6712500.0,7939175.0,2010,2011
Morris Peterson,6665000.0,7882994.0,2010,2011
Jeff Foster,6655000.0,7871167.0,2010,2011
Jason Kapono,6641440.0,7855129.0,2010,2011
Tyrus Thomas,6611570.0,7819800.0,2010,2011
Josh Childress,6500000.0,7687842.0,2010,2011
DeSagana Diop,6478600.0,7662531.0,2010,2011
Beno Udrih,6478600.0,7662531.0,2010,2011
Rasheed Wallace,6322320.0,7477691.0,2010,2011
Metta World Peace,6322320.0,7477691.0,2010,2011
Trevor Ariza,6322320.0,7477691.0,2010,2011
Marcin Gortat,6322320.0,7477691.0,2010,2011
Kevin Durant,6053663.0,7159939.0,2010,2011
Andray Blatche,5900000.0,6978195.0,2010,2011
Jermaine O'Neal,5765000.0,6818524.0,2010,2011
Al Harrington,5765000.0,6818524.0,2010,2011
Wesley Matthews,5765000.0,6818524.0,2010,2011
Drew Gooden,5760000.0,6812610.0,2010,2011
Kyle Lowry,5750000.0,6800783.0,2010,2011
Mike Bibby,5564767.0,6581699.0,2010,2011
Derrick Rose,5546160.0,6559692.0,2010,2011
Nenad Krstic,5543116.0,6556092.0,2010,2011
Jamaal Tinsley,5500000.0,6505097.0,2010,2011
Francisco Garcia,5500000.0,6505097.0,2010,2011
Sasha Vujacic,5475113.0,6475662.0,2010,2011
Al Horford,5444857.0,6439877.0,2010,2011
Blake Griffin,5357280.0,6336295.0,2010,2011
Mickael Pietrus,5300000.0,6268548.0,2010,2011
Luke Walton,5260000.0,6221238.0,2010,2011
Channing Frye,5200000.0,6150273.0,2010,2011
John Wall,5144280.0,6084371.0,2010,2011
Reggie Evans,5080000.0,6008344.0,2010,2011
Kyle Korver,5000000.0,5913724.0,2010,2011
Jason Maxiell,5000000.0,5913724.0,2010,2011
Mike Miller,5000000.0,5913724.0,2010,2011
Louis Williams,5000000.0,5913724.0,2010,2011
Amir Johnson,5000000.0,5913724.0,2010,2011
Linas Kleiza,4995000.0,5907810.0,2010,2011
Michael Beasley,4962240.0,5869064.0,2010,2011
Mike Conley,4913007.0,5810834.0,2010,2011
Antonio McDyess,4860000.0,5748140.0,2010,2011
Marcus Banks,4847586.0,5733457.0,2010,2011
Darius Songaila,4818000.0,5698465.0,2010,2011
Martell Webster,4800000.0,5677175.0,2010,2011
Hasheem Thabeet,4793280.0,5669227.0,2010,2011
Ronnie Brewer,4790000.0,5665348.0,2010,2011
Kendrick Perkins,4640208.0,5488182.0,2010,2011
Evan Turner,4602720.0,5443843.0,2010,2011
Jarrett Jack,4600000.0,5440626.0,2010,2011
Chris Andersen,4533300.0,5361737.0,2010,2011
OJ Mayo,4456200.0,5270547.0,2010,2011
Jeff Green,4455988.0,5270297.0,2010,2011
Charlie Bell,4447792.0,5260603.0,2010,2011
Brad Miller,4400000.0,5204077.0,2010,2011
Darko Milicic,4325000.0,5115371.0,2010,2011
James Harden,4304520.0,5091149.0,2010,2011
Matt Carroll,4300000.0,5085803.0,2010,2011
Zaza Pachulia,4251250.0,5028144.0,2010,2011
Randy Foye,4250000.0,5026665.0,2010,2011
Hakim Warrick,4250000.0,5026665.0,2010,2011
Nate Robinson,4200000.0,4967528.0,2010,2011
DeShawn Stevenson,4151786.0,4910503.0,2010,2011
Derrick Favors,4133280.0,4888615.0,2010,2011
Yi Jianlian,4050499.0,4790707.0,2010,2011
Russell Westbrook,4017720.0,4751937.0,2010,2011
Daniel Gibson,4015334.0,4749115.0,2010,2011
Anthony Morrow,4000000.0,4730979.0,2010,2011
Ryan Gomes,4000000.0,4730979.0,2010,2011
Steve Blake,4000000.0,4730979.0,2010,2011
Nikola Pekovic,4000000.0,4730979.0,2010,2011
Luke Ridnour,4000000.0,4730979.0,2010,2011
Ronny Turiaf,4000000.0,4730979.0,2010,2011
Brandon Bass,4000000.0,4730979.0,2010,2011
Willie Green,3976000.0,4702593.0,2010,2011
Ramon Sessions,3964320.0,4688779.0,2010,2011
Tyreke Evans,3880920.0,4590138.0,2010,2011
Jordan Farmar,3750000.0,4435293.0,2010,2011
Wesley Johnson,3726600.0,4407617.0,2010,2011
Corey Brewer,3703472.0,4380262.0,2010,2011
Derek Fisher,3700000.0,4376156.0,2010,2011
CJ Miles,3700000.0,4376156.0,2010,2011
Kevin Love,3638280.0,4303157.0,2010,2011
Timofey Mozgov,3567096.0,4218964.0,2010,2011
Shaun Livingston,3500000.0,4139607.0,2010,2011
Dorell Wright,3500000.0,4139607.0,2010,2011
Udonis Haslem,3500000.0,4139607.0,2010,2011
Carlos Delfino,3500000.0,4139607.0,2010,2011
Chris Duhon,3500000.0,4139607.0,2010,2011
Marc Gasol,3480000.0,4115952.0,2010,2011
Tiago Splitter,3400000.0,4021332.0,2010,2011
Brandan Wright,3398072.0,4019052.0,2010,2011
DeMarcus Cousins,3374640.0,3991338.0,2010,2011
Grant Hill,3324000.0,3931444.0,2010,2011
Danilo Gallinari,3304560.0,3908451.0,2010,2011
Glen Davis,3300000.0,3903058.0,2010,2011
Joel Anthony,3300000.0,3903058.0,2010,2011
Kelenna Azubuike,3300000.0,3903058.0,2010,2011
Johan Petro,3250000.0,3843921.0,2010,2011
Will Bynum,3250000.0,3843921.0,2010,2011
Thabo Sefolosha,3250000.0,3843921.0,2010,2011
Kris Humphries,3200000.0,3784783.0,2010,2011
Jonny Flynn,3192000.0,3775321.0,2010,2011
Joakim Noah,3128536.0,3700260.0,2010,2011
CJ Watson,3100000.0,3666509.0,2010,2011
Ekpe Udoh,3065040.0,3625160.0,2010,2011
Eric Gordon,3016680.0,3567962.0,2010,2011
Eduardo Najera,3000000.0,3548234.0,2010,2011
Chris Wilcox,3000000.0,3548234.0,2010,2011
Jamario Moon,3000000.0,3548234.0,2010,2011
Tony Allen,3000000.0,3548234.0,2010,2011
Carl Landry,3000000.0,3548234.0,2010,2011
Matt Bonner,3000000.0,3548234.0,2010,2011
Raja Bell,3000000.0,3548234.0,2010,2011
Josh Howard,3000000.0,3548234.0,2010,2011
Spencer Hawes,2974320.0,3517861.0,2010,2011
Stephen Curry,2913840.0,3446329.0,2010,2011
Thaddeus Young,2901241.0,3431428.0,2010,2011
Julian Wright,2858057.0,3380352.0,2010,2011
Anthony Parker,2855700.0,3377564.0,2010,2011
Al Thornton,2814196.0,3328476.0,2010,2011
Greg Monroe,2798040.0,3309367.0,2010,2011
Rodney Stuckey,2767126.0,3272804.0,2010,2011
Sebastian Telfair,2700000.0,3193411.0,2010,2011
Jordan Hill,2669520.0,3157361.0,2010,2011
Nick Young,2630503.0,3111214.0,2010,2011
Al-Farouq Aminu,2563320.0,3031753.0,2010,2011
DJ Augustin,2540400.0,3004645.0,2010,2011
Dahntay Jones,2500000.0,2956862.0,2010,2011
David Andersen,2500000.0,2956862.0,2010,2011
Maurice Evans,2500000.0,2956862.0,2010,2011
Marquis Daniels,2470000.0,2921379.0,2010,2011
DeMar DeRozan,2453880.0,2902314.0,2010,2011
Brook Lopez,2413320.0,2854342.0,2010,2011
Rasual Butler,2400000.0,2838587.0,2010,2011
Marco Belinelli,2380270.0,2815252.0,2010,2011
Gordon Hayward,2356320.0,2786925.0,2010,2011
Ryan Hollins,2333333.0,2759737.0,2010,2011
Brandon Jennings,2331120.0,2757120.0,2010,2011
Ersan Ilyasova,2320500.0,2744559.0,2010,2011
Craig Smith,2300000.0,2720313.0,2010,2011
Jerryd Bayless,2292600.0,2711561.0,2010,2011
Quentin Richardson,2265000.0,2678917.0,2010,2011
Paul George,2238360.0,2647408.0,2010,2011
Louis Amundson,2225000.0,2631607.0,2010,2011
Terrence Williams,2214480.0,2619165.0,2010,2011
Shannon Brown,2200000.0,2602038.0,2010,2011
Anthony Tolliver,2200000.0,2602038.0,2010,2011
Jason Smith,2187913.0,2587743.0,2010,2011
Jason Thompson,2178000.0,2576018.0,2010,2011
Daequan Cook,2169857.0,2566387.0,2010,2011
Jared Dudley,2151068.0,2544164.0,2010,2011
Wilson Chandler,2130482.0,2519816.0,2010,2011
Cole Aldrich,2126520.0,2515130.0,2010,2011
Gerald Henderson,2103840.0,2488306.0,2010,2011
Ben Wallace,2080000.0,2460109.0,2010,2011
Brandon Rush,2069049.0,2447157.0,2010,2011
Xavier Henry,2020200.0,2389381.0,2010,2011
Aaron Brooks,2016692.0,2385232.0,2010,2011
Keyon Dooling,2000000.0,2365489.0,2010,2011
Tyler Hansbrough,1998600.0,2363834.0,2010,2011
Chuck Hayes,1972500.0,2332964.0,2010,2011
Goran Dragic,1972000.0,2332373.0,2010,2011
Anthony Randolph,1965720.0,2324945.0,2010,2011
Arron Afflalo,1959577.0,2317679.0,2010,2011
Ed Davis,1919160.0,2269876.0,2010,2011
Earl Clark,1898760.0,2245748.0,2010,2011
Jason Williams,1877145.0,2220183.0,2010,2011
Robin Lopez,1867320.0,2208563.0,2010,2011
Patrick Patterson,1823280.0,2156475.0,2010,2011
Jose Juan Barea,1815000.0,2146682.0,2010,2011
Austin Daye,1803720.0,2133340.0,2010,2011
Marreese Speights,1773960.0,2098142.0,2010,2011
Matt Barnes,1765000.0,2087544.0,2010,2011
Larry Sanders,1731960.0,2048466.0,2010,2011
Omer Asik,1721000.0,2035504.0,2010,2011
James Johnson,1713600.0,2026751.0,2010,2011
Roy Hibbert,1685280.0,1993256.0,2010,2011
Renaldo Balkman,1675000.0,1981097.0,2010,2011
Luke Babbitt,1645440.0,1946135.0,2010,2011
Jrue Holiday,1627920.0,1925414.0,2010,2011
JaVale McGee,1601040.0,1893621.0,2010,2011
Keith Bogans,1600000.0,1892391.0,2010,2011
Hamed Haddadi,1600000.0,1892391.0,2010,2011
Kevin Seraphin,1563120.0,1848772.0,2010,2011
Ty Lawson,1546560.0,1829186.0,2010,2011
JJ Hickson,1528920.0,1808322.0,2010,2011
Solomon Jones,1500000.0,1774117.0,2010,2011
Eric Bledsoe,1485000.0,1756376.0,2010,2011
Jeff Teague,1476840.0,1746725.0,2010,2011
Alexis Ajinca,1467840.0,1736080.0,2010,2011
Avery Bradley,1418160.0,1677321.0,2010,2011
Eric Maynor,1417800.0,1676895.0,2010,2011
Courtney Lee,1409040.0,1666534.0,2010,2011
Ryan Anderson,1409040.0,1666534.0,2010,2011
Roger Mason,1400000.0,1655842.0,2010,2011
Ronnie Price,1380000.0,1632188.0,2010,2011
James Anderson,1361400.0,1610188.0,2010,2011
Darren Collison,1361040.0,1609763.0,2010,2011
Kosta Koufos,1352640.0,1599828.0,2010,2011
Jason Collins,1352181.0,1599285.0,2010,2011
Shaquille O'Neal,1352181.0,1599285.0,2010,2011
Kurt Thomas,1352181.0,1599285.0,2010,2011
Brian Cardinal,1352181.0,1599285.0,2010,2011
Tracy McGrady,1352181.0,1599285.0,2010,2011
Theo Ratliff,1352181.0,1599285.0,2010,2011
Joe Smith,1352181.0,1599285.0,2010,2011
Zydrunas Ilgauskas,1352181.0,1599285.0,2010,2011
Juwan Howard,1352181.0,1599285.0,2010,2011
Eddie House,1352181.0,1599285.0,2010,2011
Earl Boykins,1352181.0,1599285.0,2010,2011
Anthony Carter,1352181.0,1599285.0,2010,2011
Tony Battie,1352181.0,1599285.0,2010,2011
Craig Brackins,1306920.0,1545753.0,2010,2011
Sean Marks,1264687.0,1495802.0,2010,2011
Elliot Williams,1254720.0,1484013.0,2010,2011
Omri Casspi,1254480.0,1483729.0,2010,2011
Rudy Fernandez,1246680.0,1474504.0,2010,2011
Kwame Brown,1229255.0,1453895.0,2010,2011
Brian Scalabrine,1229255.0,1453895.0,2010,2011
Jamaal Magloire,1229255.0,1453895.0,2010,2011
Malik Allen,1229255.0,1453895.0,2010,2011
Earl Watson,1229255.0,1453895.0,2010,2011
Etan Thomas,1223166.0,1446693.0,2010,2011
Melvin Ely,1223166.0,1446693.0,2010,2011
Carlos Arroyo,1223166.0,1446693.0,2010,2011
Trevor Booker,1204560.0,1424687.0,2010,2011
Serge Ibaka,1204200.0,1424261.0,2010,2011
BJ Mullens,1204200.0,1424261.0,2010,2011
Royal Ivey,1200000.0,1419293.0,2010,2011
Nicolas Batum,1196760.0,1415461.0,2010,2011
George Hill,1157160.0,1368625.0,2010,2011
Damion James,1156320.0,1367631.0,2010,2011
Rodrigue Beaubois,1156080.0,1367347.0,2010,2011
Quinton Ross,1146337.0,1355824.0,2010,2011
Brian Cook,1146337.0,1355824.0,2010,2011
Francisco Elson,1146337.0,1355824.0,2010,2011
Erick Dampier,1129469.0,1335873.0,2010,2011
Darrell Arthur,1123680.0,1329026.0,2010,2011
Taj Gibson,1117680.0,1321930.0,2010,2011
Donte Greene,1116840.0,1320936.0,2010,2011
Dominique Jones,1110120.0,1312988.0,2010,2011
DJ White,1108680.0,1311285.0,2010,2011
Kyrylo Fesenko,1087500.0,1286235.0,2010,2011
DeMarre Carroll,1085400.0,1283751.0,2010,2011
Wayne Ellington,1078800.0,1275945.0,2010,2011
Quincy Pondexter,1073280.0,1269416.0,2010,2011
Toney Douglas,1071000.0,1266719.0,2010,2011
Josh Powell,1069609.0,1265074.0,2010,2011
Delonte West,1069509.0,1264956.0,2010,2011
James Jones,1069509.0,1264956.0,2010,2011
Didier Ilunga-Mbenga,1069509.0,1264956.0,2010,2011
Jordan Crawford,1042320.0,1232798.0,2010,2011
Greivis Vasquez,1035960.0,1225276.0,2010,2011
Aaron Gray,1028840.0,1216855.0,2010,2011
Daniel Orton,1028400.0,1216334.0,2010,2011
Christian Eyenga,1020960.0,1207535.0,2010,2011
Lazar Hayward,1020960.0,1207535.0,2010,2011
Jon Brockman,1000000.0,1182744.0,2010,2011
Hilton Armstrong,992680.0,1174087.0,2010,2011
Stephen Graham,992680.0,1174087.0,2010,2011
Joey Graham,992680.0,1174087.0,2010,2011
Fabricio Oberto,992680.0,1174087.0,2010,2011
Luther Head,992680.0,1174087.0,2010,2011
Antoine Wright,992680.0,1174087.0,2010,2011
Patrick Mills,937195.0,1108462.0,2010,2011
DeJuan Blair,918000.0,1085759.0,2010,2011
Von Wafer,915852.0,1083219.0,2010,2011
Leon Powe,915852.0,1083219.0,2010,2011
Shelden Williams,915852.0,1083219.0,2010,2011
Sam Young,886000.0,1047912.0,2010,2011
Shawne Williams,885210.0,1046977.0,2010,2011
Josh McRoberts,885120.0,1046871.0,2010,2011
Dominic McGuire,884120.0,1045688.0,2010,2011
Chris Quinn,861978.0,1019500.0,2010,2011
Acie Law,859087.0,1016080.0,2010,2011
DeAndre Jordan,854389.0,1010524.0,2010,2011
Mario Chalmers,854389.0,1010524.0,2010,2011
Luc Mbah a Moute,854389.0,1010524.0,2010,2011
Chris Douglas-Roberts,854389.0,1010524.0,2010,2011
Henry Walker,854389.0,1010524.0,2010,2011
Darnell Jackson,854389.0,1010524.0,2010,2011
Sonny Weems,854389.0,1010524.0,2010,2011
Joey Dorsey,854389.0,1010524.0,2010,2011
Cartier Martin,854389.0,1010524.0,2010,2011
Chase Budinger,780871.0,923571.0,2010,2011
Jermaine Taylor,780871.0,923571.0,2010,2011
Solomon Alabi,770000.0,910713.0,2010,2011
Ian Mahinmi,762196.0,901483.0,2010,2011
Dante Cunningham,762195.0,901482.0,2010,2011
Derrick Brown,762195.0,901482.0,2010,2011
DaJuan Summers,762195.0,901482.0,2010,2011
Jonas Jerebko,762195.0,901482.0,2010,2011
Reggie Williams,762195.0,901482.0,2010,2011
AJ Price,762195.0,901482.0,2010,2011
Jodie Meeks,762195.0,901482.0,2010,2011
Marcus Thornton,762195.0,901482.0,2010,2011
Lance Stephenson,750000.0,887058.0,2010,2011
Damien Wilkins,748656.0,885469.0,2010,2011
Steve Novak,734945.0,869252.0,2010,2011
Hassan Whiteside,730437.0,863920.0,2010,2011
Alonzo Gee,681492.0,806030.0,2010,2011
Rodney Carney,651872.0,770998.0,2010,2011
Jarron Collins,643551.0,761156.0,2010,2011
Ike Diogu,608772.0,720022.0,2010,2011
Andy Rautins,600000.0,709646.0,2010,2011
Gary Neal,525000.0,620941.0,2010,2011
Samardo Samuels,500000.0,591372.0,2010,2011
Willie Warren,500000.0,591372.0,2010,2011
Gani Lawal,473640.0,560195.0,2010,2011
Garret Siler,473640.0,560195.0,2010,2011
Pape Sy,473604.0,560152.0,2010,2011
Ben Uzoh,473604.0,560152.0,2010,2011
Sherron Collins,473604.0,560152.0,2010,2011
Semih Erden,473604.0,560152.0,2010,2011
Luke Harangody,473604.0,560152.0,2010,2011
Manny Harris,473604.0,560152.0,2010,2011
Gary Forbes,473604.0,560152.0,2010,2011
Terrico White,473604.0,560152.0,2010,2011
Jeremy Lin,473604.0,560152.0,2010,2011
Devin Ebanks,473604.0,560152.0,2010,2011
Derrick Caracter,473604.0,560152.0,2010,2011
Ishmael Smith,473604.0,560152.0,2010,2011
Patrick Beverley,473604.0,560152.0,2010,2011
Dexter Pittman,473604.0,560152.0,2010,2011
Da'Sean Butler,473604.0,560152.0,2010,2011
Landry Fields,473604.0,560152.0,2010,2011
Armon Johnson,473604.0,560152.0,2010,2011
Pooh Jeter,473604.0,560152.0,2010,2011
Jeremy Evans,473604.0,560152.0,2010,2011
Hamady N'Diaye,473604.0,560152.0,2010,2011
Pops Mensah-Bonsu,364461.0,431064.0,2010,2011
Jeff Adrien,342666.0,405286.0,2010,2011
Sundiata Gaines,327296.0,387106.0,2010,2011
Jawad Williams,321652.0,380432.0,2010,2011
Brian Skinner,270436.0,319856.0,2010,2011
Ime Udoka,264232.0,312519.0,2010,2011
Zabian Dowdell,242374.0,286666.0,2010,2011
Jerry Stackhouse,222712.0,263411.0,2010,2011
John Lucas,208264.0,246323.0,2010,2011
Aleksandar Pavlovic,202295.0,239262.0,2010,2011
Lester Hudson,192791.0,228022.0,2010,2011
Earl Barron,188558.0,223016.0,2010,2011
Garrett Temple,170373.0,201507.0,2010,2011
Chris Johnson,164368.0,194405.0,2010,2011
Darington Hobson,103078.0,121914.0,2010,2011
Danny Green,94154.0,111360.0,2010,2011
Joe Alexander,90465.0,106997.0,2010,2011
Trey Johnson,89670.0,106056.0,2010,2011
Mustafa Shakur,89670.0,106056.0,2010,2011
Maurice Ager,83305.0,98528.0,2010,2011
Bobby Simmons,71951.0,85099.0,2010,2011
Matt Janning,58504.0,69195.0,2010,2011
Ronald Dupree,58393.0,69064.0,2010,2011
Larry Owens,55718.0,65900.0,2010,2011
Kobe Bryant,25244493.0,28831724.0,2011,2012
Vince Carter,21300000.0,24326720.0,2011,2012
Kevin Garnett,21247044.0,24266239.0,2011,2012
Tim Duncan,21164619.0,24172102.0,2011,2012
Rashard Lewis,21136631.0,24140137.0,2011,2012
Gilbert Arenas,19269307.0,22007467.0,2011,2012
Dirk Nowitzki,19092873.0,21805962.0,2011,2012
Pau Gasol,18714150.0,21373422.0,2011,2012
Carmelo Anthony,18518574.0,21150055.0,2011,2012
Amare Stoudemire,18217705.0,20806433.0,2011,2012
Dwight Howard,18091770.0,20662602.0,2011,2012
Joe Johnson,18038573.0,20601846.0,2011,2012
Richard Hamilton,17500000.0,19986741.0,2011,2012
Elton Brand,17059727.0,19483906.0,2011,2012
Deron Williams,16359805.0,18684526.0,2011,2012
Chris Paul,16359805.0,18684526.0,2011,2012
Brandon Roy,16032144.0,18310304.0,2011,2012
LeBron James,16022500.0,18299290.0,2011,2012
Chris Bosh,16022500.0,18299290.0,2011,2012
Dwyane Wade,15691000.0,17920684.0,2011,2012
Kevin Durant,15506632.0,17710117.0,2011,2012
Paul Pierce,15333334.0,17512194.0,2011,2012
Baron Davis,15252181.0,17419509.0,2011,2012
Zach Randolph,15200000.0,17359913.0,2011,2012
Antawn Jamison,15076715.0,17219109.0,2011,2012
Rudy Gay,15032144.0,17168205.0,2011,2012
Andrew Bynum,14900000.0,17017283.0,2011,2012
Chauncey Billups,14200000.0,16217813.0,2011,2012
Chris Kaman,14030000.0,16023657.0,2011,2012
Al Jefferson,14000000.0,15989394.0,2011,2012
Andre Iguodala,13531750.0,15454605.0,2011,2012
Carlos Boozer,13500000.0,15418344.0,2011,2012
Tyson Chandler,13107837.0,14970455.0,2011,2012
Nenê,13000000.0,14847294.0,2011,2012
Manu Ginobili,12981038.0,14825637.0,2011,2012
Marc Gasol,12922194.0,14758432.0,2011,2012
Emeka Okafor,12541812.0,14323998.0,2011,2012
Tony Parker,12500000.0,14276244.0,2011,2012
Josh Smith,12400000.0,14162034.0,2011,2012
LaMarcus Aldridge,12372000.0,14130055.0,2011,2012
Luol Deng,12325000.0,14076377.0,2011,2012
Danny Granger,12015904.0,13723358.0,2011,2012
Al Horford,12000000.0,13705194.0,2011,2012
Joakim Noah,12000000.0,13705194.0,2011,2012
Andrew Bogut,12000000.0,13705194.0,2011,2012
Steve Nash,11689062.0,13350072.0,2011,2012
David Lee,11610000.0,13259776.0,2011,2012
Ben Gordon,11600000.0,13248355.0,2011,2012
Kevin Martin,11519840.0,13156804.0,2011,2012
Marcus Camby,11227250.0,12822637.0,2011,2012
Jason Terry,11158000.0,12743547.0,2011,2012
Hidayet Turkoglu,11015850.0,12581197.0,2011,2012
Monta Ellis,11000000.0,12563095.0,2011,2012
Mehmet Okur,10890000.0,12437464.0,2011,2012
Corey Maggette,10262069.0,11720304.0,2011,2012
Jason Kidd,10121000.0,11559189.0,2011,2012
DeAndre Jordan,10079404.0,11511683.0,2011,2012
Rajon Rondo,10045455.0,11472909.0,2011,2012
Ray Allen,10000000.0,11420995.0,2011,2012
David West,10000000.0,11420995.0,2011,2012
Jose Calderon,9780992.0,11170866.0,2011,2012
Gerald Wallace,9500000.0,10849945.0,2011,2012
Devin Harris,9319000.0,10643225.0,2011,2012
Richard Jefferson,9282000.0,10600968.0,2011,2012
Stephen Jackson,9256500.0,10571844.0,2011,2012
Andrea Bargnani,9250000.0,10564421.0,2011,2012
Boris Diaw,9000000.0,10278896.0,2011,2012
Andris Biedrins,9000000.0,10278896.0,2011,2012
Lamar Odom,8900000.0,10164686.0,2011,2012
Luis Scola,8591793.0,9812683.0,2011,2012
Rodney Stuckey,8500000.0,9707846.0,2011,2012
Maurice Williams,8500000.0,9707846.0,2011,2012
Carl Landry,8500000.0,9707846.0,2011,2012
John Salmons,8500000.0,9707846.0,2011,2012
Paul Millsap,8103435.0,9254929.0,2011,2012
Kirk Hinrich,8100000.0,9251006.0,2011,2012
Shawn Marion,8022449.0,9162435.0,2011,2012
Kris Humphries,8000000.0,9136796.0,2011,2012
Caron Butler,8000000.0,9136796.0,2011,2012
Andre Miller,7807728.0,8917202.0,2011,2012
Jameer Nelson,7800000.0,8908376.0,2011,2012
Anderson Varejao,7700000.0,8794166.0,2011,2012
Brendan Haywood,7624500.0,8707938.0,2011,2012
Leandro Barbosa,7600000.0,8679956.0,2011,2012
James Posey,7595600.0,8674931.0,2011,2012
Arron Afflalo,7562500.0,8637128.0,2011,2012
Raymond Felton,7560000.0,8634272.0,2011,2012
Charlie Villanueva,7540000.0,8611430.0,2011,2012
Marvin Williams,7500000.0,8565746.0,2011,2012
Thaddeus Young,7478261.0,8540918.0,2011,2012
Tyrus Thomas,7305765.0,8343911.0,2011,2012
Kendrick Perkins,7123626.0,8135890.0,2011,2012
Travis Outlaw,7000000.0,7994696.0,2011,2012
Samuel Dalembert,7000000.0,7994697.0,2011,2012
Marcus Thornton,7000000.0,7994697.0,2011,2012
Derrick Rose,6993708.0,7987510.0,2011,2012
DeSagana Diop,6925400.0,7909496.0,2011,2012
Beno Udrih,6925400.0,7909496.0,2011,2012
Metta World Peace,6790640.0,7755587.0,2011,2012
Trevor Ariza,6790640.0,7755587.0,2011,2012
Marcin Gortat,6790640.0,7755587.0,2011,2012
Kwame Brown,6750000.0,7709172.0,2011,2012
JJ Redick,6750000.0,7709172.0,2011,2012
Andres Nocioni,6650000.0,7594962.0,2011,2012
Mike Conley,6611571.0,7551072.0,2011,2012
Mickael Pietrus,6523166.0,7450104.0,2011,2012
Grant Hill,6500000.0,7423647.0,2011,2012
Andray Blatche,6442083.0,7357500.0,2011,2012
Glen Davis,6300000.0,7195227.0,2011,2012
Tayshaun Prince,6292135.0,7186244.0,2011,2012
Michael Beasley,6262347.0,7152223.0,2011,2012
Jermaine O'Neal,6226200.0,7110940.0,2011,2012
Al Harrington,6226200.0,7110940.0,2011,2012
Drew Gooden,6226200.0,7110940.0,2011,2012
Wesley Matthews,6135160.0,7006963.0,2011,2012
Josh Childress,6000000.0,6852597.0,2011,2012
Francisco Garcia,5800000.0,6624177.0,2011,2012
Kyle Lowry,5750000.0,6567072.0,2011,2012
Blake Griffin,5731080.0,6545464.0,2011,2012
Luke Walton,5680000.0,6487125.0,2011,2012
OJ Mayo,5632637.0,6433032.0,2011,2012
Channing Frye,5600000.0,6395757.0,2011,2012
John Wall,5530080.0,6315902.0,2011,2012
Amir Johnson,5500000.0,6281547.0,2011,2012
Nate Robinson,5483307.0,6262482.0,2011,2012
Mike Miller,5400000.0,6167337.0,2011,2012
Jason Richardson,5395000.0,6161627.0,2011,2012
Martell Webster,5256000.0,6002875.0,2011,2012
Chuck Hayes,5250000.0,5996022.0,2011,2012
Louis Williams,5176000.0,5911507.0,2011,2012
Kyrie Irving,5144280.0,5875279.0,2011,2012
Hasheem Thabeet,5127720.0,5856366.0,2011,2012
Russell Westbrook,5082416.0,5804625.0,2011,2012
Kyle Korver,5000000.0,5710497.0,2011,2012
Jason Maxiell,5000000.0,5710497.0,2011,2012
Luc Mbah a Moute,5000000.0,5710497.0,2011,2012
Jarrett Jack,5000000.0,5710497.0,2011,2012
Jamal Crawford,5000000.0,5710497.0,2011,2012
Evan Turner,4947840.0,5650925.0,2011,2012
Darko Milicic,4776500.0,5455238.0,2011,2012
Brad Miller,4752000.0,5427257.0,2011,2012
Zaza Pachulia,4750000.0,5424972.0,2011,2012
Ronnie Brewer,4710000.0,5379288.0,2011,2012
Kevin Love,4609701.0,5264737.0,2011,2012
Linas Kleiza,4605000.0,5259368.0,2011,2012
James Harden,4604760.0,5259094.0,2011,2012
Derrick Williams,4602720.0,5256764.0,2011,2012
Nikola Pekovic,4503600.0,5143559.0,2011,2012
Jonas Jerebko,4500000.0,5139448.0,2011,2012
Derrick Favors,4443360.0,5074759.0,2011,2012
Daniel Gibson,4403834.0,5029616.0,2011,2012
Ronny Turiaf,4360000.0,4979554.0,2011,2012
Jose Juan Barea,4300000.0,4911028.0,2011,2012
Ramon Sessions,4257973.0,4863029.0,2011,2012
Brandon Bass,4250000.0,4853923.0,2011,2012
Randy Foye,4250000.0,4853923.0,2011,2012
Jared Dudley,4250000.0,4853923.0,2011,2012
Chris Andersen,4234000.0,4835649.0,2011,2012
Danilo Gallinari,4190182.0,4785605.0,2011,2012
Tyreke Evans,4151640.0,4741586.0,2011,2012
Enes Kanter,4133280.0,4720617.0,2011,2012
Charlie Bell,4099920.0,4682516.0,2011,2012
Spencer Hawes,4051024.0,4626672.0,2011,2012
Wesley Johnson,4006080.0,4575342.0,2011,2012
Jordan Farmar,4000000.0,4568398.0,2011,2012
Anthony Morrow,4000000.0,4568398.0,2011,2012
Ryan Gomes,4000000.0,4568398.0,2011,2012
Steve Blake,4000000.0,4568398.0,2011,2012
Mario Chalmers,4000000.0,4568398.0,2011,2012
Hakim Warrick,4000000.0,4568398.0,2011,2012
Matt Carroll,3900000.0,4454188.0,2011,2012
